ID,total_incurred_loss,risk_type,currency
13357,101.13,B,CNY
13358,7.83,B,USD
13359,14.78,B,USD
13360,22.16,B,EUR
13361,11.74,B,USD
13362,67.79,B,CNY
13363,12.22,B,EUR
13364,6.03,B,EUR
13365,7.87,B,USD
13366,5.12,B,EUR
13367,9.34,B,EUR
13368,6.17,B,EUR
13369,8.18,B,USD
13370,10.92,B,EUR
13371,6.4,B,EUR
13372,6.23,B,USD
13373,11.76,B,EUR
13374,93.58,B,CNY
13375,6.45,B,USD
13376,7.42,B,USD
13377,12.7,B,USD
13378,68.19,B,CNY
13379,70.49,B,CNY
13380,9.54,B,USD
13381,12.15,B,EUR
13382,23.35,B,USD
13383,11.52,B,USD
13384,6.94,B,USD
13385,12.51,B,USD
13386,7.7,B,EUR
13387,9.35,B,EUR
13388,4.69,B,USD
13389,6.53,B,EUR
13390,10.97,B,USD
13391,95.92,B,CNY
13392,27.75,B,CNY
13393,5.13,B,USD
13394,13.55,B,USD
13395,12.67,B,USD
13396,5.15,B,USD
13397,5.69,B,EUR
13398,9.43,B,EUR
13399,3.62,B,USD
13400,12.4,B,USD
13401,10.09,B,EUR
13402,3.27,B,EUR
13403,8.42,B,EUR
13404,7.98,B,USD
13405,6.18,B,USD
13406,11.11,B,USD
13407,6.54,B,EUR
13408,42.12,B,CNY
13409,5.65,B,EUR
13410,16.46,B,USD
13411,74.78,B,CNY
13412,13,B,USD
13413,13.91,B,EUR
13414,4.96,B,EUR
13415,51.66,B,CNY
13416,4.55,B,USD
13417,5.85,B,EUR
13418,10.89,B,USD
13419,11.76,B,USD
13420,13.34,B,USD
13421,14.24,B,USD
13422,7.05,B,EUR
13423,8.22,B,USD
13424,12.33,B,USD
13425,7.2,B,EUR
13426,57.97,B,CNY
13427,10.76,B,USD
13428,6.29,B,USD
13429,78.7,B,CNY
13430,78.24,B,CNY
13431,8.6,B,USD
13432,10.67,B,USD
13433,12.71,B,USD
13434,48.26,B,CNY
13435,7.99,B,USD
13436,41.48,B,CNY
13437,6.86,B,USD
13438,64.55,B,CNY
13439,62.34,B,CNY
13440,8.75,B,USD
13441,7.31,B,USD
13442,63.35,B,CNY
13443,7.69,B,EUR
13444,5.6,B,EUR
13445,62.8,B,CNY
13446,11.08,B,USD
13447,22.43,B,USD
13448,5.92,B,EUR
13449,35.12,B,CNY
13450,19.21,B,USD
13451,14.11,B,USD
13452,14.32,B,EUR
13453,44.49,B,CNY
13454,7.45,B,USD
13455,49.3,B,CNY
13456,8.93,B,USD
13457,12.18,B,EUR
13458,8.4,B,EUR
13459,47.61,B,CNY
13460,8.64,B,USD
13461,109.53,B,CNY
13462,11.63,B,USD
13463,12.04,B,USD
13464,76.78,B,CNY
13465,10.61,B,USD
13466,13.13,B,EUR
13467,60,B,CNY
13468,10.78,B,USD
13469,94.67,B,CNY
13470,56.83,B,CNY
13471,18.98,B,EUR
13472,45.13,B,CNY
13473,16.91,B,USD
13474,5.7,B,EUR
13475,13.08,B,USD
13476,82.46,B,CNY
13477,4.02,B,EUR
13478,30.86,B,CNY
13479,10.31,B,EUR
13480,7.34,B,USD
13481,10.83,B,USD
13482,3.17,B,EUR
13483,52.53,B,CNY
13484,7.61,B,USD
13485,7.86,B,USD
13486,18.17,B,USD
13487,5.35,B,EUR
13488,7.28,B,USD
13489,17.72,B,USD
13490,60.24,B,CNY
13491,70.86,B,CNY
13492,9.61,B,USD
13493,7.57,B,USD
13494,7.81,B,USD
13495,8.99,B,USD
13496,8.35,B,USD
13497,11.52,B,USD
13498,14.2,B,USD
13499,43.53,B,CNY
13500,13.64,B,USD
13501,4.77,B,USD
13502,10.98,B,USD
13503,8.63,B,EUR
13504,14.4,B,USD
13505,70.25,B,CNY
13506,12.72,B,EUR
13507,16.69,B,USD
13508,9.29,B,USD
13509,7.72,B,USD
13510,5.14,B,EUR
13511,14.64,B,USD
13512,63.21,B,CNY
13513,75.57,B,CNY
13514,11.77,B,USD
13515,4.47,B,EUR
13516,10.08,B,EUR
13517,7.19,B,EUR
13518,8.34,B,EUR
13519,15.59,B,USD
13520,6.58,B,USD
13521,6.41,B,EUR
13522,5.42,B,USD
13523,6.13,B,USD
13524,6.66,B,EUR
13525,70.69,B,CNY
13526,74.06,B,CNY
13527,47.56,B,CNY
13528,7.55,B,USD
13529,108.85,B,CNY
13530,5.92,B,EUR
13531,12.24,B,EUR
13532,8.81,B,EUR
13533,8.37,B,EUR
13534,7.23,B,EUR
13535,24.31,B,CNY
13536,5.7,B,EUR
13537,6.17,B,USD
13538,73.99,B,CNY
13539,128.95,B,CNY
13540,9.1,B,USD
13541,5.67,B,USD
13542,7.2,B,USD
13543,18.03,B,USD
13544,14.43,B,USD
13545,88.2,B,CNY
13546,11.11,B,USD
13547,8.33,B,USD
13548,56.3,B,CNY
13549,11.99,B,EUR
13550,9.06,B,EUR
13551,17.08,B,USD
13552,9.47,B,EUR
13553,112.94,B,CNY
13554,42.8,B,CNY
13555,11.99,B,USD
13556,13.49,B,USD
13557,21.4,B,USD
13558,39.18,B,CNY
13559,7.19,B,USD
13560,10.27,B,EUR
13561,4.94,B,EUR
13562,107.36,B,CNY
13563,12.11,B,EUR
13564,5.41,B,USD
13565,16.26,B,USD
13566,4.95,B,USD
13567,11.43,B,USD
13568,7.21,B,USD
13569,11.06,B,USD
13570,10.12,B,EUR
13571,10.42,B,USD
13572,70.98,B,CNY
13573,78.54,B,CNY
13574,18.22,B,USD
13575,9.74,B,USD
13576,4.98,B,USD
13577,34.24,B,CNY
13578,4.06,B,EUR
13579,15.81,B,USD
13580,5.6,B,USD
13581,9.02,B,USD
13582,11.95,B,USD
13583,8.22,B,EUR
13584,8.61,B,USD
13585,8.17,B,USD
13586,54.04,B,CNY
13587,12.69,B,USD
13588,4.17,B,USD
13589,14.45,B,USD
13590,8.36,B,USD
13591,10.38,B,EUR
13592,80.32,B,CNY
13593,12.35,B,USD
13594,7.6,B,USD
13595,7.39,B,USD
13596,41.8,B,CNY
13597,5.56,B,USD
13598,7.05,B,EUR
13599,12.69,B,EUR
13600,8.97,B,USD
13601,10.06,B,EUR
13602,11.18,B,USD
13603,8.11,B,EUR
13604,7.38,B,EUR
13605,6.97,B,USD
13606,66.6,B,CNY
13607,3.91,B,USD
13608,12.51,B,USD
13609,70.8,B,CNY
13610,55.97,B,CNY
13611,15.17,B,USD
13612,38.47,B,CNY
13613,9.76,B,USD
13614,10.53,B,USD
13615,16.57,B,USD
13616,9.27,B,USD
13617,8.98,B,EUR
13618,6.78,B,EUR
13619,33.96,B,CNY
13620,34.79,B,CNY
13621,155.11,B,CNY
13622,9.01,B,EUR
13623,10.73,B,EUR
13624,9.99,B,EUR
13625,6.63,B,EUR
13626,41.95,B,CNY
13627,7.31,B,EUR
13628,10.62,B,USD
13629,10.89,B,EUR
13630,10.01,B,USD
13631,72.81,B,CNY
13632,8.64,B,USD
13633,69.7,B,CNY
13634,6.88,B,USD
13635,2.89,B,EUR
13636,11.08,B,USD
13637,29.22,B,CNY
13638,12.03,B,EUR
13639,6.31,B,EUR
13640,179.61,B,CNY
13641,38.51,B,CNY
13642,59.99,B,CNY
13643,4.22,B,EUR
13644,5.03,B,EUR
13645,10.17,B,USD
13646,12.23,B,EUR
13647,11.51,B,USD
13648,6.14,B,USD
13649,18.32,B,USD
13650,11.95,B,USD
13651,7.27,B,USD
13652,37.4,B,CNY
13653,14.72,B,USD
13654,22.55,B,EUR
13655,6.04,B,EUR
13656,17.52,B,EUR
13657,56.88,B,CNY
13658,4.5,B,USD
13659,4.91,B,EUR
13660,10.48,B,EUR
13661,4.24,B,EUR
13662,41.56,B,USD
13663,14.26,B,USD
13664,5.26,B,USD
13665,4.44,B,EUR
13666,10.77,B,USD
13667,16.4,B,USD
13668,8.74,B,USD
13669,9.93,B,EUR
13670,5.56,B,USD
13671,6.37,B,USD
13672,6.47,B,USD
13673,10.46,B,EUR
13674,14.93,B,EUR
13675,7.75,B,EUR
13676,4.61,B,EUR
13677,7.94,B,USD
13678,11.77,B,USD
13679,11.52,B,USD
13680,49.73,B,CNY
13681,20.5,B,USD
13682,15.46,B,USD
13683,10.56,B,EUR
13684,47.82,B,CNY
13685,20.62,B,EUR
13686,11.04,B,USD
13687,8.59,B,EUR
13688,9.33,B,USD
13689,10.35,B,USD
13690,4.7,B,EUR
13691,7.62,B,EUR
13692,83.78,B,CNY
13693,19.7,B,USD
13694,3.64,B,USD
13695,6.05,B,USD
13696,9.75,B,EUR
13697,54.09,B,CNY
13698,8.45,B,USD
13699,7.83,B,USD
13700,5.94,B,USD
13701,79.82,B,CNY
13702,8.36,B,EUR
13703,4.77,B,USD
13704,14.63,B,USD
13705,8.37,B,USD
13706,81.79,B,CNY
13707,54.2,B,CNY
13708,6.76,B,USD
13709,7.22,B,USD
13710,119.03,B,CNY
13711,7.38,B,USD
13712,12.91,B,USD
13713,5.33,B,EUR
13714,79.36,B,CNY
13715,4.86,B,USD
13716,12.92,B,USD
13717,7.47,B,USD
13718,13.54,B,EUR
13719,15.44,B,USD
13720,9.72,B,USD
13721,90.43,B,CNY
13722,7,B,USD
13723,58.41,B,CNY
13724,10.34,B,USD
13725,12.4,B,USD
13726,10.23,B,USD
13727,16.6,B,EUR
13728,60.65,B,CNY
13729,16.31,B,EUR
13730,9.64,B,USD
13731,92.13,B,CNY
13732,8.06,B,USD
13733,13.31,B,USD
13734,9.92,B,USD
13735,6.66,B,EUR
13736,67.19,B,CNY
13737,11.02,B,EUR
13738,9.45,B,USD
13739,57.82,B,CNY
13740,7.34,B,USD
13741,8.47,B,USD
13742,2.85,B,EUR
13743,76.02,B,CNY
13744,7.41,B,USD
13745,9.61,B,USD
13746,151.31,B,CNY
13747,57.76,B,CNY
13748,10.29,B,USD
13749,33.56,B,CNY
13750,9.57,B,USD
13751,9.5,B,USD
13752,13.02,B,EUR
13753,8.71,B,USD
13754,7.12,B,EUR
13755,92.26,B,CNY
13756,41.62,B,CNY
13757,6.4,B,USD
13758,64.93,B,CNY
13759,13.83,B,USD
13760,6.32,B,EUR
13761,9.24,B,EUR
13762,91.52,B,CNY
13763,7.99,B,EUR
13764,13.05,B,EUR
13765,47.76,B,CNY
13766,6.97,B,USD
13767,4.62,B,EUR
13768,48.96,B,CNY
13769,10.03,B,USD
13770,25.52,B,CNY
13771,12.65,B,USD
13772,10.7,B,EUR
13773,81.85,B,CNY
13774,6.24,B,EUR
13775,9.7,B,EUR
13776,12.7,B,USD
13777,5.35,B,USD
13778,9,B,EUR
13779,13.69,B,USD
13780,19.39,B,USD
13781,138.07,B,CNY
13782,71.35,B,CNY
13783,92.3,B,CNY
13784,7.59,B,EUR
13785,7.77,B,USD
13786,57.2,B,CNY
13787,51.84,B,CNY
13788,6.07,B,USD
13789,14.12,B,USD
13790,43.54,B,CNY
13791,77.19,B,CNY
13792,17.51,B,EUR
13793,5.27,B,EUR
13794,56.22,B,CNY
13795,10.99,B,EUR
13796,4.11,B,EUR
13797,14.98,B,EUR
13798,10.89,B,EUR
13799,5.64,B,USD
13800,11.86,B,EUR
13801,8.55,B,USD
13802,106.76,B,CNY
13803,6.46,B,EUR
13804,9.9,B,USD
13805,9.27,B,EUR
13806,8.57,B,USD
13807,58.85,B,CNY
13808,12.85,B,EUR
13809,8.7,B,USD
13810,8.99,B,USD
13811,8.34,B,USD
13812,55.67,B,CNY
13813,19.75,B,USD
13814,85.95,B,CNY
13815,8.82,B,USD
13816,6.85,B,USD
13817,18.6,B,USD
13818,5.28,B,EUR
13819,135.84,B,CNY
13820,93.32,B,CNY
13821,7.73,B,EUR
13822,11.45,B,EUR
13823,5.93,B,USD
13824,9.82,B,USD
13825,17.4,B,USD
13826,8.56,B,USD
13827,5.86,B,EUR
13828,8.92,B,EUR
13829,86.51,B,CNY
13830,76.21,B,CNY
13831,5.95,B,USD
13832,11.89,B,EUR
13833,57.4,B,CNY
13834,10.97,B,USD
13835,15.51,B,EUR
13836,8.42,B,USD
13837,8.81,B,EUR
13838,14.65,B,USD
13839,9.06,B,USD
13840,9.65,B,USD
13841,8.63,B,EUR
13842,62.2,B,CNY
13843,14.4,B,USD
13844,10.58,B,USD
13845,11.81,B,EUR
13846,6.81,B,USD
13847,11.94,B,USD
13848,80.77,B,CNY
13849,15.93,B,USD
13850,4.32,B,USD
13851,11.05,B,USD
13852,7.05,B,USD
13853,15.33,B,EUR
13854,10.79,B,USD
13855,81.68,B,CNY
13856,6.63,B,USD
13857,10.75,B,EUR
13858,81.79,B,CNY
13859,80.19,B,CNY
13860,13.01,B,EUR
13861,12.18,B,USD
13862,6.9,B,USD
13863,11.94,B,USD
13864,49.21,B,CNY
13865,8.14,B,USD
13866,4.82,B,USD
13867,13.99,B,USD
13868,15.26,B,USD
13869,12.02,B,USD
13870,83.5,B,CNY
13871,55.31,B,CNY
13872,7.75,B,USD
13873,7.04,B,EUR
13874,15.36,B,USD
13875,10.04,B,USD
13876,6.04,B,USD
13877,8.96,B,USD
13878,6.33,B,EUR
13879,55.15,B,CNY
13880,5.43,B,EUR
13881,11.22,B,USD
13882,7.21,B,EUR
13883,6.26,B,USD
13884,56.37,B,CNY
13885,12.49,B,USD
13886,58.47,B,CNY
13887,8.23,B,EUR
13888,10.1,B,EUR
13889,12.3,B,EUR
13890,63.49,B,CNY
13891,8.71,B,EUR
13892,8.24,B,USD
13893,6.09,B,USD
13894,9.94,B,EUR
13895,11,B,EUR
13896,43.03,B,CNY
13897,25.33,B,USD
13898,5.98,B,USD
13899,16.29,B,USD
13900,8.8,B,EUR
13901,6.53,B,USD
13902,70.92,B,CNY
13903,32.37,B,CNY
13904,13.75,B,EUR
13905,13.38,B,USD
13906,145.96,B,CNY
13907,7.82,B,USD
13908,55.64,B,CNY
13909,56.76,B,CNY
13910,9.44,B,USD
13911,3.93,B,EUR
13912,8.76,B,USD
13913,6.05,B,USD
13914,12.2,B,EUR
13915,11.94,B,USD
13916,42.92,B,CNY
13917,6.2,B,USD
13918,47.06,B,CNY
13919,36.38,B,CNY
13920,12.1,B,EUR
13921,69.39,B,CNY
13922,9.11,B,USD
13923,11.06,B,EUR
13924,5.31,B,USD
13925,7.88,B,USD
13926,6.8,B,EUR
13927,128.46,B,CNY
13928,5.39,B,USD
13929,104.9,B,CNY
13930,8.5,B,USD
13931,7.33,B,USD
13932,4.75,B,USD
13933,72.23,B,CNY
13934,98.56,B,CNY
13935,4.88,B,EUR
13936,7.91,B,USD
13937,92.38,B,CNY
13938,10.58,B,USD
13939,8.68,B,USD
13940,4.85,B,EUR
13941,13.47,B,USD
13942,11.77,B,USD
13943,4.63,B,USD
13944,51.71,B,CNY
13945,9.53,B,USD
13946,13.25,B,EUR
13947,211.7,B,CNY
13948,17.26,B,USD
13949,8.46,B,USD
13950,7.77,B,USD
13951,8.1,B,USD
13952,5.34,B,USD
13953,104.46,B,CNY
13954,31.89,B,CNY
13955,7.96,B,EUR
13956,8.85,B,EUR
13957,11.19,B,EUR
13958,52.99,B,CNY
13959,7.94,B,USD
13960,9.71,B,USD
13961,3.67,B,USD
13962,32.31,B,CNY
13963,6.39,B,EUR
13964,4.65,B,USD
13965,71.2,B,CNY
13966,9.36,B,USD
13967,8.47,B,EUR
13968,6.16,B,USD
13969,6.98,B,USD
13970,12.38,B,USD
13971,4.25,B,USD
13972,3.74,B,EUR
13973,8.41,B,USD
13974,6.73,B,EUR
13975,13.33,B,USD
13976,7.93,B,USD
13977,8.87,B,EUR
13978,9.17,B,USD
13979,8.81,B,USD
13980,7.2,B,USD
13981,16.14,B,USD
13982,5.14,B,USD
13983,4.26,B,EUR
13984,64.25,B,CNY
13985,5.07,B,USD
13986,4.07,B,EUR
13987,11.11,B,EUR
13988,70,B,CNY
13989,22.42,B,USD
13990,7.99,B,USD
13991,7.33,B,USD
13992,53.04,B,CNY
13993,37.71,B,CNY
13994,3.94,B,USD
13995,53.31,B,CNY
13996,7.25,B,USD
13997,7.3,B,EUR
13998,6.58,B,USD
13999,10.86,B,EUR
14000,6.17,B,USD
14001,6.01,B,EUR
14002,8.48,B,USD
14003,8.35,B,EUR
14004,12.95,B,USD
14005,88.39,B,CNY
14006,58.61,B,CNY
14007,6.58,B,USD
14008,40.98,B,CNY
14009,8.06,B,USD
14010,9.32,B,USD
14011,7.79,B,USD
14012,82.57,B,CNY
14013,21.49,B,USD
14014,6.69,B,USD
14015,13.44,B,USD
14016,17.83,B,USD
14017,14.49,B,EUR
14018,6.82,B,USD
14019,10.28,B,EUR
14020,48.68,B,CNY
14021,10.57,B,EUR
14022,81.66,B,CNY
14023,54.44,B,CNY
14024,7.71,B,EUR
14025,15.25,B,USD
14026,6.5,B,USD
14027,19.7,B,CNY
14028,8.02,B,USD
14029,8.54,B,USD
14030,14.91,B,USD
14031,9.96,B,USD
14032,7.81,B,EUR
14033,11.21,B,USD
14034,9.89,B,USD
14035,5.15,B,USD
14036,60.9,B,CNY
14037,7.18,B,USD
14038,5.78,B,USD
14039,50.9,B,CNY
14040,13.1,B,USD
14041,14.04,B,USD
14042,13.04,B,USD
14043,31.25,B,CNY
14044,10.59,B,USD
14045,42.17,B,CNY
14046,6.77,B,EUR
14047,13.78,B,USD
14048,9.86,B,USD
14049,10.43,B,EUR
14050,97.25,B,CNY
14051,41.36,B,CNY
14052,8.47,B,USD
14053,6.1,B,EUR
14054,8.44,B,USD
14055,42.33,B,CNY
14056,9.59,B,EUR
14057,62.69,B,CNY
14058,48.32,B,CNY
14059,12.12,B,USD
14060,74.7,B,CNY
14061,24.67,B,USD
14062,13.3,B,USD
14063,11.29,B,USD
14064,7.87,B,EUR
14065,10.78,B,USD
14066,8.64,B,USD
14067,38.12,B,CNY
14068,76.91,B,CNY
14069,79.21,B,CNY
14070,6.81,B,USD
14071,8.11,B,EUR
14072,51.83,B,CNY
14073,10.63,B,USD
14074,6.61,B,USD
14075,7.07,B,USD
14076,24.78,B,USD
14077,8.86,B,USD
14078,14.3,B,EUR
14079,7.86,B,EUR
14080,2.34,B,USD
14081,5.94,B,USD
14082,7.45,B,EUR
14083,37.15,B,CNY
14084,8.73,B,USD
14085,4.94,B,EUR
14086,5.7,B,USD
14087,6.58,B,EUR
14088,11.78,B,USD
14089,5.34,B,USD
14090,16.76,B,EUR
14091,8.19,B,EUR
14092,5.66,B,USD
14093,69.32,B,CNY
14094,51.33,B,CNY
14095,14.94,B,EUR
14096,71.92,B,CNY
14097,7.94,B,EUR
14098,8.44,B,USD
14099,6.41,B,EUR
14100,12.01,B,USD
14101,51.71,B,CNY
14102,11.6,B,USD
14103,4.85,B,USD
14104,13.92,B,USD
14105,9.72,B,USD
14106,8.3,B,EUR
14107,4.93,B,USD
14108,89.09,B,CNY
14109,97.6,B,CNY
14110,4.31,B,EUR
14111,7,B,EUR
14112,39.05,B,CNY
14113,5.76,B,EUR
14114,45.56,B,CNY
14115,29.51,B,CNY
14116,6.12,B,USD
14117,9.81,B,USD
14118,70.91,B,CNY
14119,7.23,B,USD
14120,52.21,B,CNY
14121,9.76,B,EUR
14122,3.97,B,USD
14123,9.37,B,USD
14124,13.75,B,USD
14125,98.23,B,CNY
14126,11.8,B,EUR
14127,8.16,B,USD
14128,7.19,B,USD
14129,4.87,B,EUR
14130,37.83,B,CNY
14131,6.87,B,USD
14132,49.48,B,CNY
14133,9.7,B,USD
14134,8.69,B,EUR
14135,10.62,B,USD
14136,8.74,B,USD
14137,16.36,B,EUR
14138,9.14,B,USD
14139,14.22,B,USD
14140,64.67,B,CNY
14141,32.18,B,CNY
14142,29.17,B,CNY
14143,6.67,B,EUR
14144,8.08,B,USD
14145,9.88,B,USD
14146,58.9,B,CNY
14147,7.16,B,EUR
14148,37.36,B,CNY
14149,86.14,B,CNY
14150,9.69,B,EUR
14151,5.72,B,USD
14152,110.16,B,CNY
14153,67.66,B,CNY
14154,7.19,B,USD
14155,15.1,B,USD
14156,26.34,B,USD
14157,13.74,B,USD
14158,6.35,B,EUR
14159,60.2,B,CNY
14160,97.79,B,CNY
14161,12.55,B,EUR
14162,6.34,B,USD
14163,7.9,B,USD
14164,7.64,B,EUR
14165,8.81,B,USD
14166,6.35,B,USD
14167,15.65,B,USD
14168,62.3,B,CNY
14169,8.36,B,USD
14170,7.77,B,EUR
14171,16.19,B,USD
14172,10.48,B,USD
14173,3.04,B,USD
14174,7.82,B,USD
14175,10.89,B,USD
14176,129.09,B,CNY
14177,6.8,B,USD
14178,8.86,B,USD
14179,69.54,B,CNY
14180,10.9,B,EUR
14181,5.02,B,EUR
14182,9.28,B,USD
14183,56.23,B,CNY
14184,12.98,B,USD
14185,7.84,B,EUR
14186,7.45,B,USD
14187,4.73,B,USD
14188,62.04,B,CNY
14189,9.09,B,USD
14190,8.6,B,EUR
14191,52.71,B,CNY
14192,11.69,B,USD
14193,7.68,B,USD
14194,7.07,B,USD
14195,7.18,B,USD
14196,8.02,B,USD
14197,89.26,B,CNY
14198,6.6,B,USD
14199,8.19,B,USD
14200,5.92,B,USD
14201,53.35,B,CNY
14202,38.99,B,CNY
14203,8.3,B,USD
14204,11.66,B,USD
14205,11.01,B,USD
14206,27.53,B,CNY
14207,12.52,B,USD
14208,13.66,B,USD
14209,66.19,B,CNY
14210,7.82,B,EUR
14211,11.19,B,USD
14212,8.86,B,USD
14213,3.4,B,EUR
14214,11.14,B,USD
14215,13.87,B,EUR
14216,82.8,B,CNY
14217,34.43,B,CNY
14218,5.95,B,EUR
14219,7.06,B,EUR
14220,9.41,B,EUR
14221,8.62,B,USD
14222,10.02,B,USD
14223,9.81,B,USD
14224,14.94,B,EUR
14225,7.81,B,USD
14226,7.06,B,EUR
14227,13.62,B,USD
14228,6.96,B,EUR
14229,12.35,B,USD
14230,75.42,B,CNY
14231,8.65,B,USD
14232,72.12,B,CNY
14233,4.39,B,EUR
14234,47.81,B,CNY
14235,15.53,B,EUR
14236,7.75,B,USD
14237,9.45,B,USD
14238,13.27,B,USD
14239,16.63,B,USD
14240,17.66,B,USD
14241,9.93,B,USD
14242,9.88,B,EUR
14243,5.17,B,USD
14244,73.65,B,CNY
14245,5.85,B,USD
14246,40.46,B,CNY
14247,79.82,B,CNY
14248,75.87,B,CNY
14249,15.76,B,USD
14250,12.47,B,USD
14251,6.15,B,USD
14252,9.52,B,USD
14253,13.04,B,EUR
14254,8.86,B,USD
14255,73.57,B,CNY
14256,10.1,B,EUR
14257,6.57,B,EUR
14258,6.85,B,EUR
14259,8.54,B,USD
14260,131.79,B,CNY
14261,5.27,B,EUR
14262,16.81,B,EUR
14263,59.29,B,CNY
14264,74.86,B,CNY
14265,5.92,B,USD
14266,11.24,B,USD
14267,6.47,B,USD
14268,7.28,B,USD
14269,14.94,B,USD
14270,8.5,B,USD
14271,37.1,B,CNY
14272,13.07,B,USD
14273,4.12,B,USD
14274,5.72,B,USD
14275,8.85,B,USD
14276,8.81,B,EUR
14277,4.73,B,EUR
14278,11.48,B,USD
14279,5.25,B,EUR
14280,5.92,B,EUR
14281,11.88,B,USD
14282,4.09,B,EUR
14283,6.8,B,USD
14284,5.82,B,EUR
14285,7.1,B,USD
14286,10.05,B,USD
14287,9.27,B,EUR
14288,3.18,B,EUR
14289,66.51,B,CNY
14290,6.29,B,USD
14291,6.29,B,EUR
14292,7.59,B,USD
14293,63.61,B,CNY
14294,47.4,B,CNY
14295,50.54,B,CNY
14296,5.83,B,USD
14297,82.48,B,CNY
14298,9.86,B,USD
14299,48.03,B,CNY
14300,68.66,B,CNY
14301,5.5,B,USD
14302,11.73,B,USD
14303,11.56,B,USD
14304,8.52,B,USD
14305,5.51,B,USD
14306,4.25,B,USD
14307,4.29,B,USD
14308,55.34,B,CNY
14309,6.62,B,EUR
14310,67.91,B,CNY
14311,27.01,B,CNY
14312,51.31,B,CNY
14313,8.28,B,EUR
14314,3.83,B,USD
14315,13.42,B,USD
14316,6.74,B,EUR
14317,9.96,B,USD
14318,7.98,B,USD
14319,27.69,B,CNY
14320,12.21,B,USD
14321,19.25,B,USD
14322,14.25,B,USD
14323,7.03,B,EUR
14324,8.9,B,USD
14325,35.33,B,CNY
14326,53.49,B,CNY
14327,14.5,B,USD
14328,10.3,B,USD
14329,18.3,B,USD
14330,57.96,B,CNY
14331,7.7,B,USD
14332,10.69,B,USD
14333,6.51,B,USD
14334,6.79,B,USD
14335,9.63,B,USD
14336,11.37,B,USD
14337,9,B,USD
14338,13.43,B,USD
14339,9.67,B,EUR
14340,10.38,B,EUR
14341,7.93,B,USD
14342,15.89,B,USD
14343,7.7,B,EUR
14344,47.99,B,CNY
14345,5.03,B,EUR
14346,9.84,B,USD
14347,6.04,B,USD
14348,97.49,B,CNY
14349,131.03,B,CNY
14350,105,B,CNY
14351,5.75,B,EUR
14352,59.04,B,CNY
14353,11.26,B,USD
14354,48.75,B,CNY
14355,60.5,B,CNY
14356,10.89,B,EUR
14357,135.4,B,CNY
14358,9.08,B,EUR
14359,16.26,B,USD
14360,6.2,B,USD
14361,8.3,B,USD
14362,4.63,B,EUR
14363,9.76,B,USD
14364,13.89,B,USD
14365,4.89,B,EUR
14366,5.32,B,USD
14367,7.8,B,EUR
14368,4.13,B,USD
14369,5.25,B,USD
14370,63.8,B,CNY
14371,7.47,B,USD
14372,11.7,B,USD
14373,6.7,B,USD
14374,9.22,B,USD
14375,118.62,B,CNY
14376,75.1,B,CNY
14377,60.45,B,CNY
14378,8.74,B,USD
14379,5.03,B,USD
14380,15.81,B,EUR
14381,5.29,B,USD
14382,76.44,B,CNY
14383,50.29,B,CNY
14384,24.62,B,USD
14385,45.35,B,CNY
14386,92.25,B,CNY
14387,7.18,B,USD
14388,74.49,B,CNY
14389,3.57,B,EUR
14390,5.22,B,USD
14391,8.91,B,EUR
14392,6.83,B,EUR
14393,7.23,B,USD
14394,7.63,B,EUR
14395,7.56,B,USD
14396,10.56,B,EUR
14397,11.04,B,USD
14398,4.98,B,EUR
14399,6.85,B,USD
14400,7.45,B,USD
14401,3.89,B,USD
14402,40.9,B,CNY
14403,42.71,B,CNY
14404,10.38,B,USD
14405,6.8,B,USD
14406,12.1,B,USD
14407,10.2,B,USD
14408,91.53,B,CNY
14409,8.59,B,EUR
14410,4.51,B,EUR
14411,13.46,B,USD
14412,7.86,B,EUR
14413,9.45,B,USD
14414,52.29,B,CNY
14415,55.55,B,CNY
14416,5.59,B,USD
14417,10.56,B,USD
14418,4.9,B,USD
14419,7.95,B,EUR
14420,7.72,B,EUR
14421,95.06,B,CNY
14422,83.62,B,CNY
14423,8.44,B,USD
14424,15.72,B,USD
14425,15.22,B,USD
14426,4.35,B,USD
14427,48.24,B,CNY
14428,41.08,B,CNY
14429,73.25,B,CNY
14430,6.69,B,EUR
14431,50.11,B,CNY
14432,9.23,B,USD
14433,3.69,B,EUR
14434,12.35,B,USD
14435,19.22,B,USD
14436,68.29,B,CNY
14437,6.57,B,USD
14438,82.8,B,CNY
14439,10.86,B,EUR
14440,5.33,B,USD
14441,119.73,B,CNY
14442,60.98,B,CNY
14443,6.59,B,USD
14444,11.49,B,USD
14445,7.18,B,USD
14446,8.55,B,USD
14447,16.85,B,USD
14448,11.32,B,USD
14449,9.41,B,EUR
14450,6.95,B,USD
14451,5.15,B,EUR
14452,100.94,B,CNY
14453,4.85,B,EUR
14454,68.86,B,CNY
14455,61.46,B,CNY
14456,9.58,B,EUR
14457,12.29,B,USD
14458,14.68,B,USD
14459,50.99,B,CNY
14460,43.18,B,CNY
14461,64.55,B,CNY
14462,9.29,B,USD
14463,11.76,B,USD
14464,12.01,B,USD
14465,11,B,EUR
14466,9.77,B,USD
14467,50.16,B,CNY
14468,6.23,B,EUR
14469,18.81,B,USD
14470,9.98,B,USD
14471,32.99,B,CNY
14472,8.72,B,USD
14473,13.88,B,USD
14474,8.19,B,USD
14475,12.53,B,USD
