ID,premium,risk_type,total_incurred_loss
17459,493.68,B,889.64
17460,9.0,B,7.78
17461,9.3,B,6.39
17462,11.7,B,9.88
17463,479.4,B,221.14
17464,12.2,B,9.4
17465,10.0,B,8.86
17466,8.1,B,5.31
17467,439.96,B,386.58
17468,10.2,B,5.33
17469,7.92,B,13.54
17470,7.2,B,6.77
17471,10.5,B,7.38
17472,10.4,B,9.82
17473,7.2,B,9.42
17474,11.5,B,13.61
17475,9.4,B,5.56
17476,7.3,B,13.08
17477,454.92,B,536.45
17478,8.37,B,22.93
17479,10.7,B,11.59
17480,10.4,B,8.18
17481,11.7,B,9.07
17482,9.2,B,12.16
17483,9.1,B,6.54
17484,9.7,B,8.09
17485,11.2,B,18.34
17486,12.6,B,5.84
17487,11.6,B,18.1
17488,383.52,B,308.38
17489,7.02,B,12.05
17490,10.9,B,14.63
17491,7.29,B,2.6
17492,8.37,B,22.54
17493,11.4,B,15.92
17494,8.55,B,7.64
17495,8.28,B,4.62
17496,9.3,B,8.51
17497,8.8,B,7.28
17498,11.9,B,8.67
17499,444.72,B,848.64
17500,391.68,B,329.73
17501,10.1,B,9.57
17502,10.8,B,12.43
17503,9.0,B,3.8
17504,371.28,B,321.03
17505,499.8,B,904.67
17506,382.16,B,412.22
17507,7.92,B,12.77
17508,487.56,B,811.85
17509,550.12,B,510.54
17510,552.16,B,330.21
17511,9.45,B,5.2
17512,11.4,B,9.47
17513,9.9,B,13.41
17514,11.7,B,3.93
17515,10.9,B,14.71
17516,7.11,B,5.37
17517,299.88,B,326.4
17518,409.36,B,473.55
17519,8.9,B,12.93
17520,10.4,B,7.36
17521,487.56,B,419.97
17522,8.1,B,5.51
17523,8.37,B,10.94
17524,11.25,B,8.9
17525,454.92,B,647.56
17526,7.65,B,14.26
17527,11.3,B,13.25
17528,11.3,B,8.98
17529,9.7,B,7.84
17530,7.02,B,3.94
17531,8.1,B,8.62
17532,8.3,B,10.97
17533,9.8,B,8.66
17534,510.0,B,446.76
17535,10.8,B,5.64
17536,471.92,B,544.0
17537,9.72,B,5.84
17538,10.6,B,13.13
17539,11.0,B,10.5
17540,7.8,B,9.48
17541,7.6,B,5.62
17542,386.24,B,337.14
17543,4.9,B,7.05
17544,427.72,B,503.06
17545,8.64,B,4.33
17546,9.6,B,9.09
17547,11.8,B,14.53
17548,6.1,B,11.12
17549,9.7,B,11.78
17550,577.32,B,453.97
17551,9.0,B,11.2
17552,571.88,B,658.51
17553,549.44,B,336.87
17554,8.1,B,9.53
17555,8.9,B,6.27
17556,503.2,B,710.87
17557,454.24,B,276.42
17558,456.96,B,286.76
17559,10.8,B,13.45
17560,8.3,B,7.9
17561,12.7,B,9.51
17562,12.1,B,2.98
17563,9.09,B,7.6
17564,7.1,B,21.39
17565,10.1,B,10.3
17566,490.96,B,549.58
17567,11.9,B,3.91
17568,7.56,B,9.66
17569,11.0,B,11.08
17570,11.4,B,8.71
17571,378.76,B,531.15
17572,7.2,B,7.68
17573,516.12,B,396.78
17574,12.4,B,9.59
17575,448.12,B,327.62
17576,9.1,B,11.86
17577,434.52,B,304.37
17578,7.29,B,6.27
17579,396.44,B,366.04
17580,9.0,B,7.18
17581,519.52,B,309.13
17582,429.08,B,320.76
17583,8.55,B,4.63
17584,367.2,B,398.96
17585,339.32,B,420.85
17586,451.52,B,304.71
17587,8.82,B,4.25
17588,11.4,B,12.82
17589,11.5,B,7.68
17590,9.18,B,8.79
17591,11.9,B,11.86
17592,408.0,B,344.49
17593,11.7,B,8.92
17594,6.3,B,9.83
17595,10.9,B,14.36
17596,353.6,B,799.41
17597,10.0,B,11.43
17598,7.8,B,7.92
17599,8.4,B,10.66
17600,7.7,B,5.19
17601,9.54,B,16.87
17602,8.5,B,7.84
17603,7.11,B,5.62
17604,469.2,B,406.98
17605,7.38,B,6.47
17606,8.9,B,14.45
17607,610.64,B,376.52
17608,7.92,B,9.08
17609,10.5,B,6.54
17610,11.4,B,9.04
17611,522.92,B,569.91
17612,8.19,B,5.41
17613,9.36,B,7.49
17614,13.8,B,4.86
17615,8.82,B,5.0
17616,8.7,B,12.01
17617,8.0,B,5.15
17618,9.2,B,12.83
17619,386.92,B,399.3
17620,428.4,B,1013.88
17621,7.65,B,11.84
17622,9.5,B,13.88
17623,9.4,B,8.73
17624,597.72,B,324.7
17625,401.2,B,649.47
17626,576.64,B,325.38
17627,9.2,B,27.88
17628,7.74,B,12.34
17629,427.04,B,290.77
17630,394.4,B,430.78
17631,10.1,B,8.54
17632,9.9,B,10.6
17633,11.7,B,6.13
17634,5.67,B,6.52
17635,476.0,B,394.74
17636,6.93,B,7.75
17637,10.2,B,11.5
17638,8.6,B,5.51
17639,10.9,B,11.18
17640,10.4,B,11.55
17641,7.74,B,10.76
17642,10.7,B,14.45
17643,491.64,B,250.58
17644,533.12,B,481.92
17645,9.0,B,3.66
17646,11.2,B,10.97
17647,10.8,B,9.64
17648,9.9,B,9.63
17649,7.38,B,10.04
17650,6.93,B,4.76
17651,7.2,B,9.77
17652,12.1,B,7.41
17653,357.68,B,1089.09
17654,9.72,B,10.14
17655,12.7,B,5.18
17656,8.3,B,4.62
17657,437.24,B,428.67
17658,8.55,B,11.33
17659,8.1,B,4.73
17660,7.56,B,5.19
17661,11.2,B,8.71
17662,10.53,B,5.71
17663,12.1,B,10.35
17664,8.0,B,13.44
17665,7.11,B,13.33
17666,460.36,B,433.5
17667,9.0,B,11.24
17668,418.2,B,292.2
17669,11.3,B,4.25
17670,519.52,B,778.33
17671,416.84,B,528.16
17672,8.55,B,11.14
17673,10.2,B,8.19
17674,6.9,B,7.52
17675,496.4,B,542.03
17676,7.8,B,12.21
17677,10.0,B,4.43
17678,8.1,B,6.8
17679,9.09,B,7.16
17680,511.36,B,465.12
17681,10.7,B,12.27
17682,10.5,B,21.35
17683,571.2,B,310.15
17684,9.54,B,3.06
17685,10.5,B,7.35
17686,9.1,B,5.01
17687,12.1,B,21.26
17688,10.6,B,9.14
17689,549.44,B,426.09
17690,508.64,B,368.97
17691,12.6,B,9.37
17692,7.65,B,5.17
17693,10.35,B,7.25
17694,10.8,B,7.05
17695,8.19,B,12.38
17696,452.2,B,289.61
17697,9.4,B,18.1
17698,11.9,B,6.22
17699,10.7,B,11.69
17700,9.2,B,5.62
17701,505.92,B,161.09
17702,12.2,B,4.42
17703,6.66,B,4.11
17704,313.48,B,463.62
17705,9.9,B,10.71
17706,9.27,B,7.7
17707,9.0,B,10.71
17708,8.01,B,4.81
17709,8.8,B,14.26
17710,400.52,B,315.04
17711,9.8,B,6.48
17712,365.16,B,580.45
17713,418.88,B,478.72
17714,6.84,B,8.49
17715,7.65,B,3.38
17716,524.96,B,207.2
17717,10.8,B,5.67
17718,445.4,B,406.98
17719,11.6,B,11.95
17720,7.11,B,16.33
17721,7.7,B,10.95
17722,9.0,B,7.79
17723,412.08,B,303.48
17724,418.88,B,182.38
17725,10.8,B,10.54
17726,9.18,B,8.96
17727,7.83,B,9.25
17728,448.12,B,679.86
17729,375.36,B,596.84
17730,13.1,B,7.85
17731,533.8,B,665.24
17732,482.12,B,394.6
17733,12.5,B,9.09
17734,9.81,B,6.46
17735,11.3,B,11.64
17736,524.96,B,815.59
17737,497.76,B,863.67
17738,11.2,B,9.76
17739,9.7,B,6.55
17740,10.3,B,6.87
17741,436.56,B,550.6
17742,10.3,B,12.7
17743,10.8,B,15.29
17744,11.6,B,4.35
17745,11.0,B,5.25
17746,8.8,B,6.7
17747,6.84,B,10.78
17748,9.6,B,14.16
17749,567.12,B,553.32
17750,6.48,B,7.25
17751,11.0,B,7.65
17752,9.5,B,9.73
17753,7.74,B,11.04
17754,6.93,B,4.85
17755,374.68,B,267.78
17756,7.4,B,5.15
17757,427.04,B,467.02
17758,5.85,B,4.13
17759,566.44,B,380.12
17760,9.6,B,10.85
17761,11.2,B,6.97
17762,10.8,B,15.62
17763,451.52,B,381.96
17764,11.5,B,13.01
17765,447.44,B,613.36
17766,8.01,B,8.6
17767,13.3,B,16.02
17768,10.5,B,6.99
17769,8.55,B,4.34
17770,11.2,B,9.41
17771,8.9,B,8.31
17772,7.83,B,5.8
17773,7.29,B,5.26
17774,339.32,B,438.8
17775,6.3,B,4.95
17776,6.21,B,12.62
17777,9.7,B,6.23
17778,9.1,B,10.27
17779,8.73,B,4.99
17780,12.2,B,11.7
17781,6.57,B,6.79
17782,12.2,B,10.2
17783,10.5,B,11.41
17784,9.9,B,4.91
17785,9.63,B,8.96
17786,535.84,B,844.36
17787,9.4,B,8.78
17788,348.84,B,359.79
17789,11.0,B,6.4
17790,10.08,B,8.51
17791,11.9,B,6.09
17792,8.37,B,5.92
17793,9.9,B,25.48
17794,6.93,B,4.92
17795,9.1,B,11.24
17796,9.6,B,13.04
17797,6.3,B,5.32
17798,7.38,B,6.41
17799,7.83,B,11.21
17800,8.0,B,12.12
17801,522.92,B,361.56
17802,250.92,B,426.7
17803,7.56,B,5.71
17804,573.24,B,437.85
17805,12.8,B,8.93
17806,8.55,B,15.59
17807,11.2,B,7.79
17808,11.9,B,6.38
17809,12.4,B,6.2
17810,9.6,B,17.5
17811,6.0,B,5.62
17812,8.55,B,4.03
17813,592.96,B,734.4
17814,8.73,B,7.56
17815,11.9,B,9.66
17816,8.55,B,4.64
17817,10.6,B,15.43
17818,11.7,B,6.75
17819,519.52,B,344.96
17820,8.28,B,6.38
17821,11.8,B,7.19
17822,561.68,B,245.21
17823,9.3,B,12.15
17824,11.0,B,16.87
17825,8.19,B,5.38
17826,8.8,B,5.25
17827,10.6,B,6.71
17828,8.5,B,12.9
17829,10.3,B,11.22
17830,501.84,B,541.14
17831,4.86,B,6.54
17832,9.6,B,9.76
17833,6.48,B,10.82
17834,470.56,B,384.81
17835,439.96,B,389.3
17836,6.66,B,8.49
17837,10.2,B,5.27
17838,11.6,B,5.38
17839,6.57,B,8.32
17840,12.3,B,8.24
17841,11.0,B,12.97
17842,9.0,B,7.3
17843,490.96,B,457.44
17844,10.8,B,14.07
17845,7.92,B,13.91
17846,13.0,B,8.15
17847,8.28,B,8.59
17848,10.7,B,9.04
17849,10.5,B,10.75
17850,7.6,B,6.88
17851,445.4,B,753.3
17852,573.92,B,486.81
17853,533.8,B,569.43
17854,460.36,B,764.59
17855,11.0,B,10.21
17856,6.0,B,7.68
17857,446.08,B,602.41
17858,9.0,B,13.67
17859,7.65,B,11.7
17860,6.12,B,5.62
17861,9.8,B,8.1
17862,10.0,B,5.8
17863,7.1,B,6.1
17864,399.16,B,379.85
17865,476.0,B,542.16
17866,8.8,B,8.77
17867,420.24,B,238.27
17868,7.8,B,2.95
17869,490.96,B,413.51
17870,11.6,B,16.51
17871,5.4,B,5.47
17872,6.39,B,10.37
17873,383.52,B,294.78
17874,453.56,B,219.98
17875,7.92,B,11.36
17876,11.9,B,13.18
17877,512.04,B,361.9
17878,317.56,B,390.12
17879,498.44,B,428.26
17880,514.76,B,691.83
17881,9.9,B,8.63
17882,11.3,B,10.68
17883,11.1,B,6.66
17884,8.46,B,6.11
17885,436.56,B,243.37
17886,10.5,B,3.57
17887,10.1,B,11.35
17888,11.2,B,3.04
17889,11.3,B,9.15
17890,11.4,B,8.61
17891,11.2,B,11.17
17892,396.44,B,190.47
17893,454.24,B,237.05
17894,9.4,B,12.14
17895,412.76,B,350.06
17896,463.76,B,664.97
17897,373.32,B,372.57
17898,10.2,B,5.43
17899,13.7,B,5.05
17900,9.5,B,16.42
17901,6.75,B,5.19
17902,459.0,B,564.94
17903,7.4,B,16.33
17904,9.5,B,19.74
17905,7.92,B,4.22
17906,557.6,B,678.1
17907,8.64,B,11.88
17908,10.2,B,17.16
17909,9.8,B,11.27
17910,512.72,B,575.96
17911,385.56,B,524.01
17912,11.4,B,9.33
17913,12.4,B,6.18
17914,310.08,B,799.41
17915,8.73,B,8.26
17916,7.7,B,11.48
17917,10.7,B,5.97
17918,8.28,B,9.11
17919,8.82,B,5.62
17920,9.1,B,8.41
17921,10.6,B,7.75
17922,9.18,B,4.58
17923,10.0,B,14.41
17924,7.2,B,7.47
17925,7.83,B,9.09
17926,11.1,B,9.71
17927,6.93,B,9.13
17928,8.6,B,6.64
17929,10.8,B,9.91
17930,11.0,B,14.55
17931,11.0,B,6.19
17932,6.48,B,6.35
17933,8.55,B,8.49
17934,10.5,B,5.46
17935,8.37,B,10.65
17936,437.24,B,617.71
17937,437.92,B,421.6
17938,9.0,B,5.83
17939,476.0,B,626.69
17940,7.3,B,11.49
17941,9.5,B,10.57
17942,497.08,B,266.36
17943,456.96,B,698.09
17944,8.19,B,2.8
17945,8.19,B,7.1
17946,11.7,B,10.95
17947,412.08,B,553.18
17948,9.9,B,9.13
17949,11.6,B,7.23
17950,8.4,B,8.03
17951,514.08,B,507.14
17952,9.6,B,4.72
17953,7.47,B,4.25
17954,9.7,B,7.81
17955,487.56,B,251.12
17956,7.9,B,5.88
17957,472.6,B,431.26
17958,11.4,B,12.7
17959,7.7,B,16.45
17960,273.36,B,384.74
17961,538.56,B,532.1
17962,7.56,B,8.13
17963,9.0,B,10.36
17964,468.52,B,223.24
17965,7.74,B,9.41
17966,8.37,B,5.56
17967,499.12,B,257.31
17968,374.68,B,606.22
17969,533.8,B,337.48
17970,7.38,B,6.11
17971,10.2,B,9.56
17972,9.9,B,10.88
17973,10.9,B,7.39
17974,9.5,B,13.64
17975,10.6,B,9.31
17976,9.63,B,6.83
17977,6.84,B,5.72
17978,5.85,B,12.85
17979,515.44,B,206.31
17980,10.4,B,15.55
17981,465.8,B,274.86
17982,8.6,B,4.66
17983,6.84,B,4.86
17984,6.8,B,12.78
17985,6.75,B,8.96
17986,9.0,B,5.46
17987,9.72,B,9.15
17988,9.27,B,5.33
17989,9.1,B,9.96
17990,9.3,B,12.03
17991,7.8,B,11.9
17992,9.7,B,9.87
17993,6.66,B,8.27
17994,11.25,B,7.83
17995,11.2,B,11.87
17996,442.0,B,687.0
17997,8.73,B,8.98
17998,9.45,B,6.99
17999,5.58,B,5.45
18000,11.3,B,10.74
18001,556.24,B,523.26
18002,9.45,B,6.72
18003,8.6,B,10.38
18004,11.3,B,15.28
18005,484.84,B,417.11
18006,12.0,B,7.25
18007,7.11,B,4.77
18008,7.2,B,14.53
18009,9.18,B,9.51
18010,7.2,B,8.36
18011,9.9,B,3.2
18012,8.2,B,9.04
18013,8.8,B,7.65
18014,8.2,B,8.22
18015,8.28,B,3.48
18016,12.6,B,5.76
18017,7.11,B,5.98
18018,9.7,B,12.04
18019,488.92,B,434.25
18020,12.6,B,8.09
18021,440.64,B,200.12
18022,9.8,B,25.57
18023,8.37,B,6.16
18024,10.0,B,7.05
18025,11.3,B,8.66
18026,11.4,B,10.28
18027,9.9,B,21.18
18028,10.1,B,15.43
18029,8.19,B,11.85
18030,7.3,B,13.01
18031,10.3,B,5.93
18032,8.28,B,10.43
18033,486.88,B,437.31
18034,11.3,B,10.77
18035,395.08,B,191.49
18036,9.0,B,8.31
18037,9.2,B,16.03
18038,7.83,B,7.0
18039,444.72,B,329.39
18040,469.88,B,731.14
18041,9.2,B,6.72
18042,558.96,B,483.48
18043,9.0,B,7.0
18044,7.3,B,21.46
18045,11.6,B,4.56
18046,11.4,B,13.09
18047,9.6,B,16.04
18048,7.74,B,5.03
18049,7.02,B,12.13
18050,7.74,B,4.57
18051,8.1,B,6.49
18052,12.6,B,10.74
18053,12.8,B,5.19
18054,8.9,B,8.45
18055,6.3,B,9.42
18056,391.0,B,277.71
18057,8.9,B,11.17
18058,437.92,B,476.75
18059,8.46,B,22.74
18060,408.68,B,190.94
18061,459.68,B,246.64
18062,460.36,B,1233.79
18063,8.73,B,5.33
18064,8.8,B,5.32
18065,10.1,B,13.53
18066,9.2,B,5.14
18067,6.93,B,8.35
18068,12.7,B,12.06
18069,11.3,B,25.56
18070,8.2,B,6.64
18071,367.88,B,272.54
18072,8.19,B,8.67
18073,9.0,B,7.34
18074,550.12,B,575.08
18075,8.8,B,6.82
18076,4.77,B,11.68
18077,9.8,B,7.24
18078,6.84,B,6.52
18079,9.2,B,5.12
18080,368.56,B,371.35
18081,10.1,B,8.88
18082,11.5,B,6.35
18083,9.1,B,9.7
18084,12.7,B,16.35
18085,348.16,B,511.7
18086,8.55,B,4.53
18087,455.6,B,371.55
18088,9.0,B,5.36
18089,12.2,B,12.3
18090,11.2,B,10.52
18091,9.3,B,11.9
18092,8.3,B,18.15
18093,9.9,B,9.84
18094,7.4,B,8.6
18095,9.9,B,6.3
18096,8.7,B,7.08
18097,8.55,B,7.96
18098,10.6,B,15.62
18099,9.7,B,10.22
18100,8.0,B,12.72
18101,9.3,B,12.77
18102,9.6,B,10.46
18103,408.68,B,616.62
18104,9.5,B,8.57
18105,10.2,B,12.28
18106,552.16,B,625.94
18107,554.88,B,307.16
18108,501.16,B,414.94
18109,441.32,B,396.44
18110,7.7,B,13.97
18111,11.7,B,11.06
18112,428.4,B,457.3
18113,412.76,B,464.51
18114,10.4,B,11.82
18115,7.83,B,11.3
18116,567.8,B,660.96
18117,9.27,B,11.39
18118,9.54,B,8.3
18119,8.73,B,8.17
18120,11.8,B,5.42
18121,371.96,B,640.22
18122,7.02,B,4.39
18123,7.47,B,10.1
18124,7.8,B,18.55
18125,10.3,B,13.44
18126,9.8,B,7.04
18127,8.5,B,13.91
18128,8.1,B,9.43
18129,11.0,B,12.21
18130,9.4,B,7.02
18131,10.0,B,7.33
18132,9.18,B,8.34
18133,7.9,B,5.54
18134,11.0,B,8.63
18135,8.3,B,4.56
18136,8.2,B,13.0
18137,10.2,B,5.95
18138,353.6,B,603.84
18139,11.0,B,25.98
18140,484.16,B,367.13
18141,8.19,B,8.27
18142,5.76,B,11.55
18143,7.29,B,12.91
18144,486.88,B,717.4
18145,11.8,B,9.07
18146,10.2,B,12.9
18147,618.8,B,313.28
18148,10.4,B,11.8
18149,10.9,B,8.33
18150,431.12,B,413.3
18151,9.9,B,6.22
18152,527.68,B,182.31
18153,9.81,B,9.46
18154,14.1,B,14.99
18155,12.1,B,12.53
18156,8.64,B,2.59
18157,463.08,B,386.92
18158,11.0,B,11.7
18159,9.18,B,10.51
18160,9.8,B,9.5
18161,9.6,B,8.0
18162,561.0,B,262.48
18163,7.02,B,6.79
18164,407.32,B,514.62
18165,8.46,B,6.99
18166,6.66,B,6.75
18167,9.8,B,9.14
18168,7.29,B,6.2
18169,8.01,B,7.31
18170,396.44,B,819.06
18171,11.2,B,16.28
18172,11.0,B,9.93
18173,10.26,B,7.66
18174,10.2,B,13.19
18175,514.76,B,558.55
18176,9.2,B,5.97
18177,8.55,B,4.62
18178,12.1,B,20.94
18179,10.1,B,6.39
18180,421.6,B,246.98
18181,442.0,B,725.56
18182,450.84,B,433.16
18183,499.12,B,193.32
18184,9.27,B,7.13
18185,578.68,B,476.07
18186,13.4,B,9.15
18187,448.12,B,342.72
18188,8.28,B,13.6
18189,10.8,B,13.39
18190,7.02,B,9.68
18191,9.9,B,14.39
18192,10.2,B,8.57
18193,493.68,B,555.7
18194,11.2,B,8.48
18195,9.0,B,15.9
18196,475.32,B,707.0
18197,490.28,B,534.89
18198,403.92,B,280.57
18199,8.2,B,6.21
18200,420.24,B,543.93
18201,10.4,B,10.99
18202,510.68,B,453.29
18203,5.85,B,4.92
18204,6.8,B,6.1
18205,7.0,B,12.24
18206,9.6,B,7.26
18207,8.55,B,11.1
18208,8.6,B,15.32
18209,8.4,B,10.86
18210,11.9,B,3.15
18211,12.8,B,13.15
18212,7.83,B,8.46
18213,13.2,B,13.8
18214,9.3,B,13.14
18215,8.9,B,14.17
18216,10.6,B,7.91
18217,10.7,B,8.44
18218,8.37,B,2.93
18219,7.83,B,5.22
18220,6.66,B,9.96
18221,378.76,B,308.52
18222,9.8,B,4.77
18223,9.5,B,5.93
18224,9.09,B,5.43
18225,8.19,B,6.07
18226,9.1,B,17.68
18227,12.3,B,9.1
18228,10.8,B,18.63
18229,499.12,B,249.63
18230,10.6,B,3.58
18231,10.2,B,8.02
18232,425.68,B,623.63
18233,10.7,B,4.77
18234,6.84,B,14.23
18235,459.68,B,385.83
18236,317.56,B,368.29
18237,444.72,B,2222.44
18238,519.52,B,400.38
18239,10.1,B,15.75
18240,10.9,B,9.27
18241,9.6,B,8.07
18242,8.6,B,8.29
18243,7.2,B,5.7
18244,419.56,B,744.33
18245,402.56,B,706.32
18246,8.73,B,5.46
18247,9.1,B,14.74
18248,11.8,B,10.35
18249,9.8,B,7.7
18250,11.5,B,12.27
18251,7.8,B,7.84
18252,11.3,B,14.72
18253,8.37,B,8.27
18254,8.6,B,20.27
18255,8.73,B,5.37
18256,8.19,B,6.22
18257,592.28,B,525.84
18258,11.3,B,5.17
18259,6.3,B,9.32
18260,8.64,B,8.49
18261,395.08,B,719.64
18262,11.6,B,12.76
18263,11.4,B,7.7
18264,10.3,B,12.18
18265,6.93,B,5.31
18266,10.2,B,12.46
18267,10.5,B,15.37
18268,12.1,B,18.75
18269,7.47,B,8.79
18270,8.7,B,12.85
18271,475.32,B,524.62
18272,8.8,B,2.74
18273,7.74,B,12.69
18274,469.88,B,321.57
18275,7.6,B,7.78
18276,8.82,B,7.25
18277,8.7,B,4.37
18278,385.56,B,359.31
18279,10.1,B,11.8
18280,8.28,B,4.12
18281,8.0,B,6.15
18282,10.3,B,6.44
18283,8.73,B,11.81
18284,456.28,B,818.99
18285,7.29,B,4.79
18286,8.6,B,15.5
18287,8.9,B,4.47
18288,455.6,B,324.63
18289,541.96,B,630.5
18290,9.5,B,13.7
18291,7.7,B,7.01
18292,535.16,B,373.93
18293,9.5,B,6.66
18294,10.4,B,7.76
18295,563.04,B,373.52
18296,8.82,B,4.08
18297,10.9,B,20.52
18298,563.04,B,598.88
18299,7.38,B,9.58
18300,10.9,B,11.43
18301,512.04,B,385.15
18302,9.2,B,5.76
18303,8.46,B,3.95
18304,9.8,B,5.45
18305,388.28,B,370.06
18306,11.7,B,16.98
18307,440.64,B,298.66
18308,10.8,B,5.05
18309,553.52,B,448.05
18310,9.0,B,12.08
18311,5.58,B,8.1
18312,10.2,B,8.56
18313,8.3,B,12.39
18314,8.4,B,8.22
18315,8.6,B,10.42
18316,8.01,B,9.29
18317,10.9,B,16.61
18318,9.7,B,10.18
18319,8.9,B,11.39
18320,10.0,B,6.22
18321,418.2,B,321.44
18322,8.64,B,5.97
18323,9.0,B,5.56
18324,9.9,B,5.25
18325,9.8,B,17.48
18326,10.7,B,13.7
18327,414.12,B,670.07
18328,10.62,B,4.07
18329,10.2,B,9.59
18330,573.24,B,319.46
18331,11.2,B,9.3
18332,386.24,B,778.67
18333,9.8,B,5.83
18334,387.6,B,466.96
18335,8.9,B,5.87
18336,9.27,B,7.5
18337,7.92,B,11.25
18338,11.1,B,11.31
18339,11.8,B,5.37
18340,10.7,B,9.03
18341,12.8,B,6.34
18342,7.4,B,5.52
18343,8.1,B,7.77
18344,7.74,B,12.11
18345,9.4,B,14.42
18346,7.92,B,8.6
18347,475.32,B,883.18
18348,11.3,B,9.42
18349,435.88,B,791.38
18350,540.6,B,916.44
18351,578.0,B,315.38
18352,511.36,B,317.97
18353,554.88,B,247.11
18354,9.2,B,11.19
18355,11.0,B,6.92
18356,5.22,B,8.4
18357,11.5,B,8.48
18358,10.8,B,7.78
18359,8.6,B,19.91
18360,11.3,B,12.44
18361,338.64,B,303.69
18362,7.65,B,3.96
18363,6.48,B,5.5
18364,7.74,B,9.05
18365,9.36,B,4.64
18366,8.64,B,3.79
18367,13.2,B,9.29
18368,446.76,B,341.16
18369,424.32,B,257.79
18370,10.7,B,17.18
18371,630.36,B,658.65
18372,10.6,B,11.33
18373,12.0,B,5.78
18374,8.4,B,7.68
18375,378.76,B,286.14
18376,8.8,B,6.47
18377,11.0,B,11.03
18378,461.04,B,341.56
18379,504.56,B,448.39
18380,8.82,B,4.97
18381,11.0,B,19.66
18382,8.82,B,3.91
18383,11.4,B,6.92
18384,434.52,B,142.39
18385,10.0,B,12.74
18386,6.84,B,7.47
18387,11.9,B,8.48
18388,12.5,B,12.23
18389,411.4,B,776.22
18390,10.7,B,10.36
18391,437.24,B,382.5
18392,492.32,B,238.61
18393,446.76,B,403.99
18394,363.12,B,704.89
18395,377.4,B,266.42
18396,374.68,B,676.74
18397,9.6,B,12.1
18398,428.4,B,244.05
18399,382.16,B,342.38
18400,7.56,B,6.23
18401,10.6,B,9.91
18402,439.28,B,524.28
18403,11.7,B,10.44
18404,8.01,B,11.93
18405,10.5,B,7.4
18406,533.12,B,475.32
18407,10.5,B,7.51
18408,10.7,B,7.71
18409,11.9,B,6.02
18410,7.2,B,12.13
18411,11.3,B,4.38
18412,7.56,B,7.28
18413,10.5,B,6.51
18414,10.7,B,9.89
18415,11.6,B,8.53
18416,7.83,B,4.56
18417,424.32,B,289.68
18418,369.92,B,326.47
18419,9.9,B,11.21
18420,13.4,B,9.27
18421,11.2,B,12.17
18422,7.83,B,4.73
18423,10.1,B,8.02
18424,416.16,B,512.79
18425,9.36,B,7.48
18426,505.24,B,374.2
18427,355.64,B,310.22
18428,6.48,B,10.56
18429,7.74,B,8.83
18430,7.29,B,6.81
18431,9.4,B,6.56
18432,10.5,B,9.42
18433,9.7,B,12.6
18434,8.82,B,6.95
18435,11.5,B,4.59
18436,11.1,B,12.38
18437,9.5,B,12.72
18438,431.12,B,321.78
18439,11.8,B,6.0
18440,363.12,B,162.25
18441,8.82,B,5.84
18442,7.65,B,7.94
18443,388.28,B,446.49
18444,342.72,B,551.48
18445,12.2,B,11.24
18446,8.1,B,11.29
18447,10.2,B,15.68
18448,508.64,B,403.99
18449,10.2,B,6.01
18450,8.6,B,8.71
18451,407.32,B,376.45
18452,9.8,B,8.77
18453,10.1,B,8.59
18454,551.48,B,766.9
18455,5.76,B,4.54
18456,12.6,B,7.24
18457,9.63,B,9.67
18458,10.8,B,12.35
18459,7.56,B,5.05
18460,12.6,B,11.39
18461,9.9,B,6.42
18462,411.4,B,374.61
18463,446.08,B,253.5
18464,12.0,B,9.39
18465,490.96,B,642.8
18466,414.12,B,183.53
18467,8.3,B,6.61
18468,264.52,B,438.46
18469,8.1,B,9.45
18470,9.7,B,11.04
18471,11.9,B,11.19
18472,9.6,B,11.45
18473,9.45,B,6.38
18474,12.0,B,11.96
18475,8.1,B,12.24
18476,9.0,B,5.69
18477,10.08,B,7.43
18478,7.5,B,10.84
18479,9.1,B,14.73
18480,11.7,B,6.54
18481,12.4,B,11.07
18482,9.5,B,18.65
18483,9.45,B,3.44
18484,9.9,B,11.01
18485,382.16,B,108.05
18486,11.1,B,12.44
18487,7.7,B,8.54
18488,8.28,B,4.28
18489,375.36,B,371.42
18490,8.7,B,9.78
18491,10.2,B,6.81
18492,7.29,B,14.72
18493,9.27,B,11.48
18494,445.4,B,262.14
18495,10.0,B,4.66
18496,9.36,B,4.81
18497,8.2,B,10.27
18498,7.2,B,3.39
18499,7.56,B,6.07
18500,485.52,B,298.72
18501,12.0,B,9.17
18502,9.45,B,6.33
18503,7.11,B,8.87
18504,8.9,B,5.9
18505,11.5,B,3.62
18506,13.9,B,8.05
18507,9.7,B,8.19
18508,9.2,B,6.49
18509,11.3,B,19.22
18510,10.8,B,14.51
18511,9.99,B,7.79
18512,469.88,B,922.69
18513,419.56,B,691.29
18514,390.32,B,498.64
18515,7.65,B,9.61
18516,9.6,B,8.55
18517,8.64,B,14.38
18518,9.09,B,7.3
18519,8.28,B,9.05
18520,453.56,B,189.99
18521,325.04,B,226.71
18522,405.96,B,804.98
18523,8.2,B,6.49
18524,13.2,B,18.53
18525,5.7,B,11.91
18526,8.5,B,5.34
18527,9.9,B,11.13
18528,10.0,B,12.73
18529,8.46,B,5.06
18530,10.0,B,6.62
18531,11.8,B,21.43
18532,8.7,B,13.15
18533,12.2,B,7.46
