ID,premium,risk_type,currency
3492,13.9,A,USD
3493,13,A,USD
3494,11.1,A,USD
3495,14.2,A,USD
3496,12.8,A,USD
3497,11.7,A,USD
3498,15.6,A,USD
3499,93.3,A,CNY
3500,15.1,A,USD
3501,11.2,A,USD
3502,14.6,A,USD
3503,12.7,A,EUR
3504,14.6,A,USD
3505,100,A,CNY
3506,13.7,A,EUR
3507,12.9,A,USD
3508,12.5,A,USD
3509,14.2,A,USD
3510,10.8,A,EUR
3511,14.3,A,USD
3512,72.1,A,CNY
3513,77.5,A,CNY
3514,14.1,A,USD
3515,11.3,A,EUR
3516,11.7,A,EUR
3517,10.6,A,EUR
3518,12.8,A,EUR
3519,13.3,A,USD
3520,13,A,USD
3521,12.8,A,EUR
3522,12.7,A,USD
3523,13,A,USD
3524,12.6,A,EUR
3525,77.1,A,CNY
3526,95.5,A,CNY
3527,97,A,CNY
3528,11.3,A,USD
3529,89.1,A,CNY
3530,10.9,A,EUR
3531,11.6,A,EUR
3532,10.7,A,EUR
3533,11.6,A,EUR
3534,10.8,A,EUR
3535,101.9,A,CNY
3536,12.5,A,EUR
3537,12.7,A,USD
3538,104,A,CNY
3539,102.4,A,CNY
3540,10.9,A,USD
3541,11.9,A,USD
3542,12.2,A,USD
3543,12.2,A,USD
3544,14.1,A,USD
3545,99.2,A,CNY
3546,13,A,USD
3547,15.5,A,USD
3548,78,A,CNY
3549,11.9,A,EUR
3550,12,A,EUR
3551,14,A,USD
3552,10.4,A,EUR
3553,95.5,A,CNY
3554,81.1,A,CNY
3555,14,A,USD
3556,12.9,A,USD
3557,12,A,USD
3558,85.3,A,CNY
3559,13.4,A,USD
3560,10.7,A,EUR
3561,7.8,A,EUR
3562,78.6,A,CNY
3563,11.9,A,EUR
3564,12.9,A,USD
3565,13.3,A,USD
3566,12.4,A,USD
3567,12.2,A,USD
3568,13.7,A,USD
3569,12.9,A,USD
3570,10.7,A,EUR
3571,11.7,A,USD
3572,96.9,A,CNY
3573,85,A,CNY
3574,12.5,A,USD
3575,10.3,A,USD
3576,12.7,A,USD
3577,89,A,CNY
3578,11.1,A,EUR
3579,14,A,USD
3580,13.1,A,USD
3581,12.6,A,USD
3582,11.8,A,USD
3583,13.1,A,EUR
3584,12.5,A,USD
3585,13.4,A,USD
3586,99.6,A,CNY
3587,12,A,USD
3588,11.7,A,USD
3589,12.2,A,USD
3590,14.1,A,USD
3591,10.4,A,EUR
3592,87.4,A,CNY
3593,13,A,USD
3594,12.9,A,USD
3595,12,A,USD
3596,99.9,A,CNY
3597,15.7,A,USD
3598,12.3,A,EUR
3599,9.9,A,EUR
3600,14.7,A,USD
3601,12.4,A,EUR
3602,14.9,A,USD
3603,13.4,A,EUR
3604,12.6,A,EUR
3605,13.3,A,USD
3606,80.8,A,CNY
3607,10,A,USD
3608,12.6,A,USD
3609,93.7,A,CNY
3610,97.3,A,CNY
3611,12,A,USD
3612,88.8,A,CNY
3613,14.3,A,USD
3614,13.4,A,USD
3615,10.4,A,USD
3616,13,A,USD
3617,12.8,A,EUR
3618,11.4,A,EUR
3619,83.8,A,CNY
3620,103.9,A,CNY
3621,77.3,A,CNY
3622,12.6,A,EUR
3623,11.5,A,EUR
3624,10.6,A,EUR
3625,12.9,A,EUR
3626,87.7,A,CNY
3627,10.7,A,EUR
3628,14.5,A,USD
3629,10.2,A,EUR
3630,13.3,A,USD
3631,83.8,A,CNY
3632,13.3,A,USD
3633,96.5,A,CNY
3634,12,A,USD
3635,10.5,A,EUR
3636,12.7,A,USD
3637,93.4,A,CNY
3638,11.7,A,EUR
3639,12.2,A,EUR
3640,95.3,A,CNY
3641,93.7,A,CNY
3642,89.5,A,CNY
3643,12.8,A,EUR
3644,10.4,A,EUR
3645,13.7,A,USD
3646,9.8,A,EUR
3647,12.6,A,USD
3648,10.6,A,USD
3649,12.8,A,USD
3650,13.7,A,USD
3651,11.4,A,USD
3652,102.4,A,CNY
3653,12.8,A,USD
3654,10.7,A,EUR
3655,9.5,A,EUR
3656,12.5,A,EUR
3657,89.4,A,CNY
3658,15.2,A,USD
3659,10,A,EUR
3660,10.7,A,EUR
3661,13.1,A,EUR
3662,13.1,A,USD
3663,14.8,A,USD
3664,12.8,A,USD
3665,12.9,A,EUR
3666,14.7,A,USD
3667,13.6,A,USD
3668,10.2,A,USD
3669,12.7,A,EUR
3670,12.4,A,USD
3671,12.1,A,USD
3672,14,A,USD
3673,11.3,A,EUR
3674,11.2,A,EUR
3675,12.3,A,EUR
3676,10.8,A,EUR
3677,14.6,A,USD
3678,13.4,A,USD
3679,14,A,USD
3680,92.3,A,CNY
3681,14.8,A,USD
3682,11,A,USD
3683,12.2,A,EUR
3684,83.1,A,CNY
3685,10.6,A,EUR
3686,12.7,A,USD
3687,11.6,A,EUR
3688,12.2,A,USD
3689,13,A,USD
3690,12.5,A,EUR
3691,12.2,A,EUR
3692,74,A,CNY
3693,13.8,A,USD
3694,11.9,A,USD
3695,15.3,A,USD
3696,15.1,A,EUR
3697,90.3,A,CNY
3698,13.6,A,USD
3699,11.4,A,USD
3700,13.9,A,USD
3701,85.3,A,CNY
3702,11.4,A,EUR
3703,12.9,A,USD
3704,10.8,A,USD
3705,13.1,A,USD
3706,94.6,A,CNY
3707,82.9,A,CNY
3708,12.3,A,USD
3709,12.5,A,USD
3710,73.8,A,CNY
3711,11.8,A,USD
3712,12,A,USD
3713,8.9,A,EUR
3714,94.4,A,CNY
3715,13.2,A,USD
3716,12.4,A,USD
3717,9.9,A,USD
3718,11.4,A,EUR
3719,12.9,A,USD
3720,12.4,A,USD
3721,81.5,A,CNY
3722,13.1,A,USD
3723,99.5,A,CNY
3724,13,A,USD
3725,11,A,USD
3726,13,A,USD
3727,11.7,A,EUR
3728,102.6,A,CNY
3729,11.3,A,EUR
3730,15,A,USD
3731,88,A,CNY
3732,12.2,A,USD
3733,13.8,A,USD
3734,13.5,A,USD
3735,11.1,A,EUR
3736,93.7,A,CNY
3737,13.5,A,EUR
3738,12.1,A,USD
3739,85.3,A,CNY
3740,12.9,A,USD
3741,13.3,A,USD
3742,12.5,A,EUR
3743,97.4,A,CNY
3744,14.9,A,USD
3745,16.1,A,USD
3746,93.9,A,CNY
3747,58,A,CNY
3748,13,A,USD
3749,88.3,A,CNY
3750,13.3,A,USD
3751,12.9,A,USD
3752,11.9,A,EUR
3753,14,A,USD
3754,11.3,A,EUR
3755,100.7,A,CNY
3756,101.8,A,CNY
3757,13.4,A,USD
3758,83.5,A,CNY
3759,13.3,A,USD
3760,9.7,A,EUR
3761,12.3,A,EUR
3762,91.3,A,CNY
3763,11.4,A,EUR
3764,10.2,A,EUR
3765,75.1,A,CNY
3766,14.3,A,USD
3767,10.6,A,EUR
3768,85.8,A,CNY
3769,12.4,A,USD
3770,80.2,A,CNY
3771,14.8,A,USD
3772,11.6,A,EUR
3773,83.1,A,CNY
3774,10.2,A,EUR
3775,12,A,EUR
3776,14.2,A,USD
3777,13.6,A,USD
3778,11.9,A,EUR
3779,13.3,A,USD
3780,12.3,A,USD
3781,84.7,A,CNY
3782,86.5,A,CNY
3783,86,A,CNY
3784,11.9,A,EUR
3785,12.8,A,USD
3786,89,A,CNY
3787,84.6,A,CNY
3788,14.5,A,USD
3789,16.4,A,USD
3790,101,A,CNY
3791,87.2,A,CNY
3792,13.2,A,EUR
3793,11,A,EUR
3794,90.5,A,CNY
3795,12.1,A,EUR
3796,9.2,A,EUR
3797,12.6,A,EUR
3798,11.7,A,EUR
3799,12.2,A,USD
3800,10.8,A,EUR
3801,14.9,A,USD
3802,93.4,A,CNY
3803,13.7,A,EUR
3804,13.8,A,USD
3805,11.3,A,EUR
3806,12.4,A,USD
3807,88.2,A,CNY
3808,11,A,EUR
3809,12.9,A,USD
3810,15.8,A,USD
3811,14.6,A,USD
3812,90.4,A,CNY
3813,13.3,A,USD
3814,102.1,A,CNY
3815,12.3,A,USD
3816,14.4,A,USD
3817,10.3,A,USD
3818,13.3,A,EUR
3819,94.3,A,CNY
3820,97.4,A,CNY
3821,10.3,A,EUR
3822,13.7,A,EUR
3823,14.4,A,USD
3824,15.5,A,USD
3825,13.6,A,USD
3826,12.1,A,USD
3827,9.4,A,EUR
3828,8.7,A,EUR
3829,85.5,A,CNY
3830,93.5,A,CNY
3831,14.8,A,USD
3832,11.8,A,EUR
3833,91.9,A,CNY
3834,14.3,A,USD
3835,13.2,A,EUR
3836,14.1,A,USD
3837,9.5,A,EUR
3838,14.2,A,USD
3839,13.8,A,USD
3840,11.9,A,USD
3841,10.5,A,EUR
3842,85.1,A,CNY
3843,11.5,A,USD
3844,13.3,A,USD
3845,11.8,A,EUR
3846,14.7,A,USD
3847,11.6,A,USD
3848,93.2,A,CNY
3849,12.8,A,USD
3850,12.8,A,USD
3851,14.9,A,USD
3852,13.5,A,USD
3853,11.9,A,EUR
3854,11.6,A,USD
3855,81.1,A,CNY
3856,13.5,A,USD
3857,13,A,EUR
3858,85.4,A,CNY
3859,89.3,A,CNY
3860,12.7,A,EUR
3861,11.7,A,USD
3862,13.4,A,USD
3863,12.9,A,USD
3864,75.7,A,CNY
3865,14.9,A,USD
3866,14.1,A,USD
3867,11.5,A,USD
3868,13.2,A,USD
3869,14.4,A,USD
3870,70.9,A,CNY
3871,87.1,A,CNY
3872,13.9,A,USD
3873,11.1,A,EUR
3874,11.2,A,USD
3875,11.8,A,USD
3876,13.6,A,USD
3877,15.9,A,USD
3878,11,A,EUR
3879,95.3,A,CNY
3880,9.9,A,EUR
3881,15.8,A,USD
3882,13,A,EUR
3883,14.7,A,USD
3884,94.5,A,CNY
3885,13.4,A,USD
3886,87.7,A,CNY
3887,13.5,A,EUR
3888,10.6,A,EUR
3889,11.3,A,EUR
3890,83.5,A,CNY
3891,13.8,A,EUR
3892,12.3,A,USD
3893,14.2,A,USD
3894,11.4,A,EUR
3895,11.7,A,EUR
3896,82.2,A,CNY
3897,13.9,A,USD
3898,13.6,A,USD
3899,14.1,A,USD
3900,10.3,A,EUR
3901,11.5,A,USD
3902,100.4,A,CNY
3903,98.2,A,CNY
3904,12.7,A,EUR
3905,13.6,A,USD
3906,80.2,A,CNY
3907,12.5,A,USD
3908,90.7,A,CNY
3909,87.1,A,CNY
3910,14.6,A,USD
3911,11.8,A,EUR
3912,13.7,A,USD
3913,11.7,A,USD
3914,10.9,A,EUR
3915,12.6,A,USD
3916,84.4,A,CNY
3917,14,A,USD
3918,82.5,A,CNY
3919,87.1,A,CNY
3920,12.2,A,EUR
3921,102.9,A,CNY
3922,12.9,A,USD
3923,12,A,EUR
3924,15.7,A,USD
3925,13.4,A,USD
3926,12.1,A,EUR
3927,85.4,A,CNY
3928,14.2,A,USD
3929,89.3,A,CNY
3930,14,A,USD
3931,12.5,A,USD
3932,15.4,A,USD
3933,102.7,A,CNY
3934,104.7,A,CNY
3935,12.1,A,EUR
3936,15.1,A,USD
3937,86.5,A,CNY
3938,13.8,A,USD
3939,14.3,A,USD
3940,12.3,A,EUR
3941,10.7,A,USD
3942,14.9,A,USD
3943,13.2,A,USD
3944,76.1,A,CNY
3945,11.7,A,USD
3946,11.2,A,EUR
3947,91.8,A,CNY
3948,11,A,USD
3949,12,A,USD
3950,14.2,A,USD
3951,14.9,A,USD
3952,11.9,A,USD
3953,97.5,A,CNY
3954,84.5,A,CNY
3955,12.8,A,EUR
3956,11.9,A,EUR
3957,12.1,A,EUR
3958,93.1,A,CNY
3959,13.5,A,USD
3960,13.4,A,USD
3961,14.5,A,USD
3962,84,A,CNY
3963,11.9,A,EUR
3964,13.9,A,USD
3965,95.4,A,CNY
3966,15.2,A,USD
3967,11.5,A,EUR
3968,13.9,A,USD
3969,13,A,USD
3970,13.6,A,USD
3971,11.4,A,USD
3972,13,A,EUR
3973,14.2,A,USD
3974,14.2,A,EUR
3975,12.3,A,USD
3976,13.5,A,USD
3977,12.1,A,EUR
3978,10.8,A,USD
3979,12.3,A,USD
3980,13,A,USD
3981,13.7,A,USD
3982,10.3,A,USD
3983,9.8,A,EUR
3984,77.1,A,CNY
3985,15,A,USD
3986,12.6,A,EUR
3987,11.7,A,EUR
3988,89.5,A,CNY
3989,13.7,A,USD
3990,12.2,A,USD
3991,13.1,A,USD
3992,97,A,CNY
3993,88.3,A,CNY
3994,10.8,A,USD
3995,90,A,CNY
3996,12.2,A,USD
3997,12.5,A,EUR
3998,13.2,A,USD
3999,12.1,A,EUR
4000,12.8,A,USD
4001,10.1,A,EUR
4002,12,A,USD
4003,10.7,A,EUR
4004,15,A,USD
4005,88.5,A,CNY
4006,104,A,CNY
4007,14,A,USD
4008,104.9,A,CNY
4009,11,A,USD
4010,14.2,A,USD
4011,13.6,A,USD
4012,78,A,CNY
4013,16,A,USD
4014,13.4,A,USD
4015,13.1,A,USD
4016,10.3,A,USD
4017,12.6,A,EUR
4018,12,A,USD
4019,11.5,A,EUR
4020,88.2,A,CNY
4021,10.8,A,EUR
4022,90.2,A,CNY
4023,86.8,A,CNY
4024,11.4,A,EUR
4025,13,A,USD
4026,10.1,A,USD
4027,79.1,A,CNY
4028,12.3,A,USD
4029,12.9,A,USD
4030,11.8,A,USD
4031,11.8,A,USD
4032,11.1,A,EUR
4033,10.2,A,USD
4034,13,A,USD
4035,13.3,A,USD
4036,74.3,A,CNY
4037,12.4,A,USD
4038,15.5,A,USD
4039,79.7,A,CNY
4040,14.4,A,USD
4041,12.4,A,USD
4042,14.2,A,USD
4043,80,A,CNY
4044,13.7,A,USD
4045,88.5,A,CNY
4046,10.4,A,EUR
4047,15.6,A,USD
4048,13,A,USD
4049,9.9,A,EUR
4050,104.2,A,CNY
4051,90.1,A,CNY
4052,13.5,A,USD
4053,10.2,A,EUR
4054,11.7,A,USD
4055,77.8,A,CNY
4056,10.9,A,EUR
4057,71.2,A,CNY
4058,94.4,A,CNY
4059,12.8,A,USD
4060,81.7,A,CNY
4061,13.6,A,USD
4062,11.9,A,USD
4063,12.5,A,USD
4064,10.2,A,EUR
4065,12.3,A,USD
4066,10.2,A,USD
4067,86.3,A,CNY
4068,77.6,A,CNY
4069,87.2,A,CNY
4070,12.6,A,USD
4071,12.5,A,EUR
4072,103.1,A,CNY
4073,14.6,A,USD
4074,14.5,A,USD
4075,13.1,A,USD
4076,12.4,A,USD
4077,14.7,A,USD
4078,11.1,A,EUR
4079,12.1,A,EUR
4080,11.8,A,USD
4081,16.1,A,USD
4082,12.4,A,EUR
4083,85.1,A,CNY
4084,14.6,A,USD
4085,12.2,A,EUR
4086,14.5,A,USD
4087,9.7,A,EUR
4088,14.1,A,USD
4089,11.9,A,USD
4090,12.5,A,EUR
4091,14.6,A,EUR
4092,14.8,A,USD
4093,76.6,A,CNY
4094,84,A,CNY
4095,11,A,EUR
4096,100.3,A,CNY
4097,11.4,A,EUR
4098,13.3,A,USD
4099,9.7,A,EUR
4100,11.6,A,USD
4101,88.4,A,CNY
4102,13.5,A,USD
4103,11.9,A,USD
4104,13.3,A,USD
4105,12.9,A,USD
4106,10,A,EUR
4107,13,A,USD
4108,85.7,A,CNY
4109,89.2,A,CNY
4110,11.4,A,EUR
4111,12.6,A,EUR
4112,83.5,A,CNY
4113,11.5,A,EUR
4114,89,A,CNY
4115,78.8,A,CNY
4116,14.4,A,USD
4117,10.3,A,USD
4118,76.6,A,CNY
4119,12.9,A,USD
4120,93,A,CNY
4121,11.6,A,EUR
4122,14.2,A,USD
4123,14.4,A,USD
4124,13.2,A,USD
4125,91.8,A,CNY
4126,11.7,A,EUR
4127,13.4,A,USD
4128,12.2,A,USD
4129,14,A,EUR
4130,85,A,CNY
4131,12.1,A,USD
4132,74.6,A,CNY
4133,14,A,USD
4134,12.9,A,EUR
4135,14.2,A,USD
4136,14.3,A,USD
4137,11.6,A,EUR
4138,12.9,A,USD
4139,14.2,A,USD
4140,72.2,A,CNY
4141,99,A,CNY
4142,84.4,A,CNY
4143,10.4,A,EUR
4144,13.5,A,USD
4145,11.2,A,USD
4146,88.6,A,CNY
4147,12.8,A,EUR
4148,84.5,A,CNY
4149,99.5,A,CNY
4150,11.8,A,EUR
4151,13.2,A,USD
4152,90.5,A,CNY
4153,86.8,A,CNY
4154,12,A,USD
4155,10.5,A,USD
4156,13.6,A,USD
4157,16.2,A,USD
4158,12,A,EUR
4159,88.6,A,CNY
4160,71.5,A,CNY
4161,13.6,A,EUR
4162,13.9,A,USD
4163,13.3,A,USD
4164,10.4,A,EUR
4165,12.3,A,USD
4166,13,A,USD
4167,12.7,A,USD
4168,95.3,A,CNY
4169,13.6,A,USD
4170,10.9,A,EUR
4171,13.8,A,USD
4172,12.3,A,USD
4173,11.8,A,USD
4174,12.2,A,USD
4175,13.7,A,USD
4176,93.9,A,CNY
4177,13.8,A,USD
4178,11.5,A,USD
4179,81.2,A,CNY
4180,10.8,A,EUR
4181,11.4,A,EUR
4182,14.8,A,USD
4183,83.2,A,CNY
4184,12.8,A,USD
4185,11.6,A,EUR
4186,13.6,A,USD
4187,12.2,A,USD
4188,88.8,A,CNY
4189,13.4,A,USD
4190,11.3,A,EUR
4191,83.1,A,CNY
4192,12.8,A,USD
4193,12.5,A,USD
4194,11.5,A,USD
4195,12,A,USD
4196,15.3,A,USD
4197,96.6,A,CNY
4198,15,A,USD
4199,11.7,A,USD
4200,13.1,A,USD
4201,87.6,A,CNY
4202,94.7,A,CNY
4203,12.8,A,USD
4204,13.2,A,USD
4205,13.5,A,USD
4206,98.9,A,CNY
4207,12.6,A,USD
4208,15.3,A,USD
4209,92.7,A,CNY
4210,10.3,A,EUR
4211,14.3,A,USD
4212,13.1,A,USD
4213,11.2,A,EUR
4214,14,A,USD
4215,9.8,A,EUR
4216,89.9,A,CNY
4217,95.8,A,CNY
4218,10.7,A,EUR
4219,12.9,A,EUR
4220,9.6,A,EUR
4221,13.4,A,USD
4222,13.9,A,USD
4223,12.4,A,USD
4224,11.2,A,EUR
4225,10.3,A,USD
4226,13.1,A,EUR
4227,13.6,A,USD
4228,12.8,A,EUR
4229,14.3,A,USD
4230,84.2,A,CNY
4231,13.6,A,USD
4232,84.9,A,CNY
4233,13,A,EUR
4234,84.8,A,CNY
4235,11.8,A,EUR
4236,13.1,A,USD
4237,11.6,A,USD
4238,13.9,A,USD
4239,11.5,A,USD
4240,15.1,A,USD
4241,10.7,A,USD
4242,14.2,A,EUR
4243,13.3,A,USD
4244,93.7,A,CNY
4245,12.3,A,USD
4246,88.4,A,CNY
4247,105.3,A,CNY
4248,99.9,A,CNY
4249,12.3,A,USD
4250,14,A,USD
4251,11.8,A,USD
4252,11.4,A,USD
4253,12.6,A,EUR
4254,14.7,A,USD
4255,96.5,A,CNY
4256,15.1,A,EUR
4257,13.6,A,EUR
4258,13.1,A,EUR
4259,12.3,A,USD
4260,89.2,A,CNY
4261,11.3,A,EUR
4262,13.1,A,EUR
4263,97,A,CNY
4264,83.4,A,CNY
4265,11.7,A,USD
4266,13.8,A,USD
4267,12.5,A,USD
4268,13.5,A,USD
4269,13.1,A,USD
4270,12.6,A,USD
4271,88.1,A,CNY
4272,12.4,A,USD
4273,12,A,USD
4274,13,A,USD
4275,13.4,A,USD
4276,12.7,A,EUR
4277,10.5,A,EUR
4278,16.1,A,USD
4279,10.9,A,EUR
4280,9.9,A,EUR
4281,10.6,A,USD
4282,11,A,EUR
4283,12.4,A,USD
4284,9.7,A,EUR
4285,12.6,A,USD
4286,13.4,A,USD
4287,11.8,A,EUR
4288,12.3,A,EUR
4289,80.9,A,CNY
4290,13.7,A,USD
4291,11.7,A,EUR
4292,12.6,A,USD
4293,97.7,A,CNY
4294,82.9,A,CNY
4295,80,A,CNY
4296,11.8,A,USD
4297,94,A,CNY
4298,10.8,A,USD
4299,68.8,A,CNY
4300,88.3,A,CNY
4301,13.3,A,USD
4302,12.9,A,USD
4303,14.1,A,USD
4304,14.3,A,USD
4305,14,A,USD
4306,12.6,A,USD
4307,13.3,A,USD
4308,90.8,A,CNY
4309,11.9,A,EUR
4310,90.6,A,CNY
4311,79.8,A,CNY
4312,105.9,A,CNY
4313,12.7,A,EUR
4314,13.2,A,USD
4315,13.2,A,USD
4316,11.1,A,EUR
4317,11.4,A,USD
4318,13.6,A,USD
4319,91.4,A,CNY
4320,9.8,A,USD
4321,15.6,A,USD
4322,13.6,A,USD
4323,11.9,A,EUR
4324,10.5,A,USD
4325,96.7,A,CNY
4326,80.8,A,CNY
4327,12.7,A,USD
4328,12.2,A,USD
4329,11.6,A,USD
4330,87.1,A,CNY
4331,13,A,USD
4332,13.6,A,USD
4333,11.1,A,USD
4334,14.3,A,USD
4335,14.9,A,USD
4336,13.1,A,USD
4337,14,A,USD
4338,15.1,A,USD
4339,11.8,A,EUR
4340,11.1,A,EUR
4341,13.1,A,USD
4342,12.4,A,USD
4343,11.6,A,EUR
4344,88.3,A,CNY
4345,13,A,EUR
4346,13,A,USD
4347,13.5,A,USD
4348,82.1,A,CNY
4349,91.8,A,CNY
4350,96.9,A,CNY
4351,12.1,A,EUR
4352,95.7,A,CNY
4353,12.2,A,USD
4354,91,A,CNY
4355,100.6,A,CNY
4356,11.9,A,EUR
4357,89.1,A,CNY
4358,12.6,A,EUR
4359,13.3,A,USD
4360,12.7,A,USD
4361,14.3,A,USD
4362,11.7,A,EUR
4363,11.3,A,USD
4364,12.3,A,USD
4365,12.1,A,EUR
4366,11.9,A,USD
4367,12.7,A,EUR
4368,12.7,A,USD
4369,13,A,USD
4370,97,A,CNY
4371,15.2,A,USD
4372,10.6,A,USD
4373,14.1,A,USD
4374,14.1,A,USD
4375,83.1,A,CNY
4376,82.3,A,CNY
4377,88.6,A,CNY
4378,10,A,USD
4379,15.6,A,USD
4380,12.1,A,EUR
4381,14.3,A,USD
4382,92.1,A,CNY
4383,84.9,A,CNY
4384,13.4,A,USD
4385,78.8,A,CNY
4386,73.6,A,CNY
4387,12.9,A,USD
4388,105.9,A,CNY
4389,12.5,A,EUR
4390,11.4,A,USD
4391,11.2,A,EUR
4392,11.4,A,EUR
4393,12.4,A,USD
4394,13.2,A,EUR
4395,13.9,A,USD
4396,11.8,A,EUR
4397,13.3,A,USD
4398,10.4,A,EUR
4399,15.5,A,USD
4400,13.3,A,USD
4401,16,A,USD
4402,99.7,A,CNY
4403,78.5,A,CNY
4404,13.1,A,USD
4405,14.4,A,USD
4406,13.4,A,USD
4407,12.5,A,USD
4408,83.4,A,CNY
4409,11.7,A,EUR
4410,12.3,A,EUR
4411,12.8,A,USD
4412,11.9,A,EUR
4413,12.1,A,USD
4414,92,A,CNY
4415,80.8,A,CNY
4416,14.5,A,USD
4417,11.5,A,USD
4418,14.7,A,USD
4419,11.6,A,EUR
4420,12.2,A,EUR
4421,108.7,A,CNY
4422,84.3,A,CNY
4423,9.3,A,USD
4424,11.8,A,USD
4425,11.4,A,USD
4426,12.4,A,USD
4427,86.8,A,CNY
4428,87.2,A,CNY
4429,96.2,A,CNY
4430,9,A,EUR
4431,97.8,A,CNY
4432,12,A,USD
4433,10.6,A,EUR
4434,10.4,A,USD
4435,13.3,A,USD
4436,93.3,A,CNY
4437,16.6,A,USD
4438,77.2,A,CNY
4439,12,A,EUR
4440,12.3,A,USD
4441,80.9,A,CNY
4442,91.9,A,CNY
4443,15.1,A,USD
4444,13.4,A,USD
4445,14,A,USD
4446,12.7,A,USD
4447,11,A,USD
4448,14.2,A,USD
4449,12.2,A,EUR
4450,12.4,A,USD
4451,11.4,A,EUR
4452,89,A,CNY
4453,11.7,A,EUR
4454,73.5,A,CNY
4455,86,A,CNY
4456,11.4,A,EUR
4457,13.9,A,USD
4458,13.5,A,USD
4459,91.1,A,CNY
4460,92.3,A,CNY
4461,89.1,A,CNY
4462,11.6,A,USD
4463,12.1,A,USD
4464,12.9,A,USD
4465,12.8,A,EUR
4466,9.9,A,USD
4467,89.1,A,CNY
4468,11,A,EUR
4469,13.7,A,USD
4470,13.9,A,USD
4471,85.7,A,CNY
4472,12,A,USD
4473,14.2,A,USD
4474,14.7,A,USD
4475,12.4,A,USD
4476,91.2,A,CNY
4477,12.4,A,USD
4478,10.2,A,EUR
4479,9.5,A,USD
4480,89.3,A,CNY
4481,14.6,A,USD
4482,15.4,A,USD
4483,11.8,A,EUR
4484,9.2,A,EUR
4485,12.3,A,USD
4486,13.3,A,USD
4487,80.6,A,CNY
4488,11.7,A,USD
4489,99.7,A,CNY
4490,11,A,USD
4491,10.9,A,USD
4492,11,A,EUR
4493,93,A,CNY
4494,11.7,A,EUR
4495,11.7,A,EUR
4496,13.8,A,USD
4497,13.8,A,USD
4498,83.4,A,CNY
4499,13.5,A,USD
4500,11.2,A,EUR
4501,10.9,A,EUR
4502,14.4,A,USD
4503,12.2,A,EUR
4504,84.2,A,CNY
4505,12.9,A,USD
4506,12.6,A,USD
4507,73.5,A,CNY
4508,82.4,A,CNY
4509,93.9,A,CNY
4510,14.8,A,USD
4511,11,A,USD
4512,14.8,A,USD
4513,96.6,A,CNY
4514,11.1,A,USD
4515,12.7,A,EUR
4516,12.4,A,USD
4517,74.6,A,CNY
4518,11.5,A,EUR
4519,13.1,A,EUR
4520,13.7,A,USD
4521,14.9,A,USD
4522,103.5,A,CNY
4523,92.3,A,CNY
4524,12.6,A,USD
4525,13.5,A,USD
4526,12.2,A,USD
4527,86.8,A,CNY
4528,14,A,USD
4529,12.7,A,USD
4530,13.9,A,EUR
4531,12.2,A,USD
4532,12.1,A,USD
4533,12,A,USD
4534,80,A,CNY
4535,12.7,A,USD
4536,12.8,A,EUR
4537,87.8,A,CNY
4538,86.9,A,CNY
4539,94.8,A,CNY
4540,89.5,A,CNY
4541,13.8,A,EUR
4542,13.2,A,USD
4543,15,A,USD
4544,11.3,A,EUR
4545,12.6,A,USD
4546,13.8,A,USD
4547,14,A,USD
4548,91.6,A,CNY
4549,12.6,A,EUR
4550,12.2,A,USD
4551,13.3,A,USD
4552,13.8,A,USD
4553,11.2,A,EUR
4554,93.9,A,CNY
4555,82.3,A,CNY
4556,14.4,A,USD
4557,12.9,A,USD
4558,14.4,A,USD
4559,11.2,A,EUR
4560,85.5,A,CNY
4561,86,A,CNY
4562,13.3,A,USD
4563,12.3,A,EUR
4564,89,A,CNY
4565,12.6,A,EUR
4566,100.4,A,CNY
4567,11.8,A,EUR
4568,11.4,A,EUR
4569,14.1,A,USD
4570,13.6,A,USD
4571,14.2,A,USD
4572,13.5,A,EUR
4573,14,A,USD
4574,12.1,A,EUR
4575,11.6,A,USD
4576,12.4,A,USD
4577,11.7,A,EUR
4578,13.3,A,USD
4579,12.3,A,USD
4580,103.4,A,CNY
4581,13,A,USD
4582,14.6,A,USD
4583,11.5,A,EUR
4584,84.2,A,CNY
4585,11.7,A,USD
4586,81.4,A,CNY
4587,13.1,A,USD
4588,12.5,A,EUR
4589,13.1,A,USD
4590,85.6,A,CNY
4591,15.8,A,USD
4592,13.9,A,USD
4593,11.9,A,USD
4594,12.8,A,USD
4595,12.4,A,USD
4596,14.4,A,USD
4597,95.9,A,CNY
4598,88.6,A,CNY
4599,96.6,A,CNY
4600,13.8,A,USD
4601,12.6,A,EUR
4602,12.4,A,USD
4603,11.1,A,EUR
4604,12.1,A,USD
4605,88.3,A,CNY
4606,78.1,A,CNY
4607,14.5,A,USD
4608,12.7,A,USD
4609,14.3,A,USD
4610,8.4,A,EUR
4611,13.7,A,USD
4612,11.3,A,USD
4613,11.7,A,USD
4614,12.1,A,EUR
4615,11.7,A,USD
4616,10.7,A,USD
4617,11.3,A,EUR
4618,88.8,A,CNY
4619,94.5,A,CNY
4620,13.5,A,USD
4621,105.1,A,CNY
4622,14.6,A,USD
4623,104.1,A,CNY
4624,14.3,A,USD
4625,13.1,A,USD
4626,14.6,A,USD
4627,12,A,EUR
4628,99.1,A,CNY
4629,99.9,A,CNY
4630,11,A,EUR
